"party";"candidate_nr";"candidate_name";"candidate_votes";"candidate_position";"party_votes_const";"prop_candidate_votes_party";"prop_candidate_votes_constituency";"constituency"
"Eesti Keskerakond";910;"VADIM BELOBROVTSEV";3231;2;12870;0,251048951048951;0,0524427852621328;1
"Eesti Keskerakond";912;"ANASTASSIA KOVALENKO-KÕLVART";2806;4;12870;0,218026418026418;0,0455445544554455;1
"Eesti Keskerakond";909;"TANEL KIIK";2070;1;12870;0,160839160839161;0,0335984418113943;1
"Eesti Keskerakond";917;"OLEG SILJANOV";1213;9;12870;0,0942501942501942;0,0196883622788508;1
"Eesti Keskerakond";911;"MAREK JÜRGENSON";738;3;12870;0,0573426573426573;0,011978574906671;1
"Eesti Keskerakond";914;"BETINA BEŠKINA";556;6;12870;0,0432012432012432;0,00902450900827788;1
"Eesti Keskerakond";915;"JAANUS RIIBE";492;7;12870;0,0382284382284382;0,00798571660444733;1
"Eesti Keskerakond";916;"MANUELA PIHLAP";471;8;12870;0,0365967365967366;0,00764486284694043;1
"Eesti Keskerakond";913;"ANDRE HANIMÄGI";466;5;12870;0,0362082362082362;0,00756370719039117;1
"Eesti Keskerakond";920;"MÄRT SULTS";394;12;12870;0,0306138306138306;0,00639506573608181;1
"Eesti Keskerakond";918;"PEETER JÄRVELAID";252;10;12870;0,0195804195804196;0,00409024509008278;1
"Eesti Keskerakond";919;"KRISTI RÜÜTEL";181;11;12870;0,0140637140637141;0,00293783476708327;1
"Eesti Konservatiivne Rahvaerakond";535;"VARRO VOOGLAID";2509;2;5956;0,421255876427132;0,0407239084564194;1
"Eesti Konservatiivne Rahvaerakond";534;"URMAS REITELMANN";1520;1;5956;0,25520483546004;0,0246713195909755;1
"Eesti Konservatiivne Rahvaerakond";542;"ANDRES RAID";545;9;5956;0,0915043653458697;0,0088459665638695;1
"Eesti Konservatiivne Rahvaerakond";539;"ELVIS BRAUER";432;6;5956;0,0725319006044325;0,00701184872585619;1
"Eesti Konservatiivne Rahvaerakond";536;"URMAS ESPENBERG";272;3;5956;0,0456682337139019;0,00441486771627982;1
"Eesti Konservatiivne Rahvaerakond";545;"AARE RÜÜTEL";166;12;5956;0,0278710543989255;0,00269436779743548;1
"Eesti Konservatiivne Rahvaerakond";537;"TOIVO TASA";134;4;5956;0,0224983210208193;0,00217497159552021;1
"Eesti Konservatiivne Rahvaerakond";543;"ARGO LUUDE";94;10;5956;0,0157824042981867;0,00152572634312612;1
"Eesti Konservatiivne Rahvaerakond";540;"TIIU POHL";87;7;5956;0,014607118871726;0,00141210842395715;1
"Eesti Konservatiivne Rahvaerakond";538;"ANTS MILLER";82;5;5956;0,0137676292813969;0,00133095276740789;1
"Eesti Konservatiivne Rahvaerakond";541;"KULDAR KESKÜLA";82;8;5956;0,0137676292813969;0,00133095276740789;1
"Eesti Konservatiivne Rahvaerakond";544;"RIHO RAUSMA";33;11;5956;0,00554063129617193;0,000535627333225126;1
"Eesti Reformierakond";784;"KRISTEN MICHAL";9214;1;19346;0,476274165202109;0,149553643888979;1
"Eesti Reformierakond";785;"SIGNE RIISALO";4523;2;19346;0,233795099762225;0,0734134069144619;1
"Eesti Reformierakond";788;"PÄRTEL-PEETER PERE";1474;5;19346;0,0761914607670836;0,0239246875507223;1
"Eesti Reformierakond";789;"HANAH LAHE";1050;6;19346;0,0542747854853717;0,0170426878753449;1
"Eesti Reformierakond";787;"MATI RAIDMA";892;4;19346;0,0461077225266205;0,0144781691283882;1
"Eesti Reformierakond";795;"KRISTO ENN VAGA";591;12;19346;0,0305489506874806;0,00959259860412271;1
"Eesti Reformierakond";790;"JEVGENI KRIŠTAFOVITŠ";505;7;19346;0,0261035873048692;0,00819672131147541;1
"Eesti Reformierakond";786;"OKSANA TANDIT";349;3;19346;0,0180399048898997;0,00566466482713845;1
"Eesti Reformierakond";791;"LIIS KLAAR";234;8;19346;0,0120955236224543;0,00379808472650544;1
"Eesti Reformierakond";792;"LEMBIT KOLK";229;9;19346;0,0118370722630001;0,00371692906995618;1
"Eesti Reformierakond";794;"KATRIN HELENDI";156;11;19346;0,0080636824149695;0,00253205648433696;1
"Eesti Reformierakond";793;"KRISTEL KRANICH";129;10;19346;0,00666804507391709;0,00209381593897095;1
"EESTIMAA ÜHENDATUD VASAKPARTEI";1034;"JULIA SOMMER";1481;1;2016;0,734623015873016;0,0240383054698913;1
"EESTIMAA ÜHENDATUD VASAKPARTEI";1037;"OKSANA GARMATJUK";245;4;2016;0,121527777777778;0,00397662717091381;1
"EESTIMAA ÜHENDATUD VASAKPARTEI";1036;"TAIVO RIST";180;3;2016;0,0892857142857143;0,00292160363577341;1
"EESTIMAA ÜHENDATUD VASAKPARTEI";1035;"SANDRA SIRGE";110;2;2016;0,0545634920634921;0,00178542444408375;1
"Erakond Eesti 200";659;"JOHANNA-MARIA LEHTME";5251;1;9638;0,544822577298195;0,0852296705080344;1
"Erakond Eesti 200";661;"ZÜLEYXA IZMAILOVA";1011;3;9638;0,104897281593692;0,0164096737542607;1
"Erakond Eesti 200";662;"DIANA INGERAINEN";933;4;9638;0,0968043162481843;0,0151436455120922;1
"Erakond Eesti 200";660;"HENDRIK JOHANNES TERRAS";771;2;9638;0,0799958497613613;0,0125142022398961;1
"Erakond Eesti 200";664;"TRIIN SAAG";526;6;9638;0,0545756380991907;0,00853757506898231;1
"Erakond Eesti 200";670;"INDREK LILLEMÄGI";349;12;9638;0,0362108321228471;0,00566466482713845;1
"Erakond Eesti 200";663;"PIRKO KONSA";206;5;9638;0,0213737289894169;0,00334361304982957;1
"Erakond Eesti 200";667;"JOEL JESSE";171;9;9638;0,0177422701805354;0,00277552345398474;1
"Erakond Eesti 200";669;"AIMAR VENTSEL";164;11;9638;0,0170159784187591;0,00266190553481578;1
"Erakond Eesti 200";666;"TARMO PRIKK";110;8;9638;0,0114131562564847;0,00178542444408375;1
"Erakond Eesti 200";668;"PEETER-EERIK OTS";82;10;9638;0,00850798920937954;0,00133095276740789;1
"Erakond Eesti 200";665;"VILLU LOONDE";64;7;9638;0,00664038182195476;0,00103879240383055;1
"Erakond Eestimaa Rohelised";226;"LIINA FREIVALD";168;1;665;0,252631578947368;0,00272683006005519;1
"Erakond Eestimaa Rohelised";233;"EVELYN SEPP";130;8;665;0,195488721804511;0,0021100470702808;1
"Erakond Eestimaa Rohelised";228;"ALINA LERNER-VILU";108;3;665;0,162406015037594;0,00175296218146405;1
"Erakond Eestimaa Rohelised";230;"FIDEELIA-SIGNE ROOTS";72;5;665;0,108270676691729;0,00116864145430937;1
"Erakond Eestimaa Rohelised";227;"RASMUS LAHTVEE";71;2;665;0,106766917293233;0,00115241032299951;1
"Erakond Eestimaa Rohelised";232;"MARTTI RANDMA";58;7;665;0,087218045112782;0,000941405615971433;1
"Erakond Eestimaa Rohelised";229;"HANNES LIITMÄE";44;4;665;0,0661654135338346;0,000714169777633501;1
"Erakond Eestimaa Rohelised";231;"AUL PEDAJAS";14;6;665;0,0210526315789474;0,000227235838337932;1
"Erakond Parempoolsed";101;"ILMAR RAAG";1131;1;1404;0,805555555555556;0,0183574095114429;1
"Erakond Parempoolsed";104;"ÜLLE KELL";59;4;1404;0,042022792022792;0,000957636747281285;1
"Erakond Parempoolsed";103;"ALAR VOITKA";34;3;1404;0,0242165242165242;0,000551858464534978;1
"Erakond Parempoolsed";102;"HENRIK AAVIK";34;2;1404;0,0242165242165242;0,000551858464534978;1
"Erakond Parempoolsed";106;"PRIIT PÕDRA";29;6;1404;0,0206552706552707;0,000470702807985717;1
"Erakond Parempoolsed";112;"HEIKO KIISK";29;12;1404;0,0206552706552707;0,000470702807985717;1
"Erakond Parempoolsed";107;"MICHAEL GREGORIUS BACH";26;7;1404;0,0185185185185185;0,00042200941405616;1
"Erakond Parempoolsed";111;"TIIT NABER";15;11;1404;0,0106837606837607;0,000243466969647784;1
"Erakond Parempoolsed";108;"TOOMAS BIRK";15;8;1404;0,0106837606837607;0,000243466969647784;1
"Erakond Parempoolsed";105;"ANDRES KUUSE";14;5;1404;0,00997150997150997;0,000227235838337932;1
"Erakond Parempoolsed";110;"KAISA-LISETE KUMARI";13;10;1404;0,00925925925925926;0,00021100470702808;1
"Erakond Parempoolsed";109;"TIIT-REIN VIITSO";5;9;1404;0,00356125356125356;8,11556565492615e-05;1
"ISAMAA Erakond";284;"RIINA SOLMAN";1773;1;3471;0,510803802938634;0,0287777958123681;1
"ISAMAA Erakond";285;"KRISTJAN JÄRVAN";367;2;3471;0,105733218092769;0,00595682519071579;1
"ISAMAA Erakond";287;"PRIIDU PÄRNA";259;4;3471;0,0746182656295016;0,00420386300925174;1
"ISAMAA Erakond";289;"TIIT MEREN";199;6;3471;0,0573321809276865;0,00322999513066061;1
"ISAMAA Erakond";286;"HELEN HÄÄL";183;3;3471;0,0527225583405359;0,00297029702970297;1
"ISAMAA Erakond";293;"VOOTELE HANSEN";172;10;3471;0,0495534428118698;0,00279175458529459;1
"ISAMAA Erakond";288;"KARL SANDER KASE";137;5;3471;0,0394698934024777;0,00222366498944976;1
"ISAMAA Erakond";295;"AVO ÜPRUS";117;12;3471;0,0337078651685393;0,00189904236325272;1
"ISAMAA Erakond";292;"RAIN VEETÕUSME";77;9;3471;0,0221838087006626;0,00124979711085863;1
"ISAMAA Erakond";291;"INGRID MÜHLING";70;8;3471;0,0201670988187842;0,00113617919168966;1
"ISAMAA Erakond";294;"PEETER VÕSU";69;11;3471;0,0198789974070873;0,00111994806037981;1
"ISAMAA Erakond";290;"HANNES TOOMSALU";48;7;3471;0,013828867761452;0,00077909430287291;1
"Sotsiaaldemokraatlik Erakond";409;"RAIMOND KALJULAID";1819;1;6165;0,295052716950527;0,0295244278526213;1
"Sotsiaaldemokraatlik Erakond";411;"NATALIE METS";1399;3;6165;0,226926196269262;0,0227073527024834;1
"Sotsiaaldemokraatlik Erakond";410;"JAAK JUSKE";814;2;6165;0,132035685320357;0,0132121408862198;1
"Sotsiaaldemokraatlik Erakond";412;"KADRI KÕUSAAR";453;4;6165;0,0734793187347932;0,00735270248336309;1
"Sotsiaaldemokraatlik Erakond";417;"ALEKSANDR POPOV";381;9;6165;0,0618004866180049;0,00618406102905372;1
"Sotsiaaldemokraatlik Erakond";415;"ANDRUS VAARIK";322;7;6165;0,0522303325223033;0,00522642428177244;1
"Sotsiaaldemokraatlik Erakond";413;"JOOSEP VIMM";265;5;6165;0,0429845904298459;0,00430124979711086;1
"Sotsiaaldemokraatlik Erakond";416;"KARIN PAULUS";224;8;6165;0,0363341443633414;0,00363577341340691;1
"Sotsiaaldemokraatlik Erakond";418;"KIRKE KARJA";155;10;6165;0,0251419302514193;0,00251582535302711;1
"Sotsiaaldemokraatlik Erakond";414;"MARIS SILD";152;6;6165;0,0246553122465531;0,00246713195909755;1
"Sotsiaaldemokraatlik Erakond";420;"AIRI-ALINA ALLASTE";100;12;6165;0,016220600162206;0,00162311313098523;1
"Sotsiaaldemokraatlik Erakond";419;"SILVER MEIKAR";81;11;6165;0,0131386861313869;0,00131472163609804;1
"Üksikkandidaadid";1062;"INDREK NICHOLAS NURMBERG";79;1;79;1;0,00128225937347833;1
"Eesti Keskerakond";921;"MIHHAIL KÕLVART";14592;1;21693;0,672659383211174;0,19504631547993;2
"Eesti Keskerakond";923;"VLADIMIR SVET";1867;3;21693;0,0860646291430415;0,0249555558525925;2
"Eesti Keskerakond";929;"ALEKSANDR TŠAPLÕGIN";1809;9;21693;0,0833909556077998;0,0241802895218745;2
"Eesti Keskerakond";925;"MARIA JUFEREVA-SKURATOVSKI";822;5;21693;0,0378924076891163;0,0109873952387954;2
"Eesti Keskerakond";922;"TÕNIS MÖLDER";570;2;21693;0,0262757571566865;0,00761899669843476;2
"Eesti Keskerakond";932;"VLADIMIR AFANASJEV";412;12;21693;0,0189923016641313;0,00550706428027214;2
"Eesti Keskerakond";926;"MONIKA HAUKANÕMM";360;6;21693;0,0165952150463283;0,0048119979148009;2
"Eesti Keskerakond";928;"JULIANNA JURTŠENKO";324;8;21693;0,0149356935416955;0,00433079812332081;2
"Eesti Keskerakond";924;"AIVAR RIISALU";296;4;21693;0,0136449545936477;0,0039565316188363;2
"Eesti Keskerakond";931;"DENISS PRESNETSOV";168;11;21693;0,00774443368828654;0,00224559902690709;2
"Eesti Keskerakond";935;"IRINA EMBRICH";133;15;21693;0,00613101000322685;0,00177776589630144;2
"Eesti Keskerakond";927;"KRISTA PAAL";106;7;21693;0,00488636887475222;0,00141686605269138;2
"Eesti Keskerakond";930;"MERLE KLANDORF";103;10;21693;0,00474807541603282;0,00137676607006804;2
"Eesti Keskerakond";933;"IZABELLA RIITSAAR";101;13;21693;0,00465587977688655;0,00135003274831914;2
"Eesti Keskerakond";934;"ANDRES JAADLA";30;14;21693;0,00138293458719403;0,000400999826233409;2
"Eesti Konservatiivne Rahvaerakond";546;"LEO KUNNAS";3390;1;6772;0,500590667454223;0,0453129803643752;2
"Eesti Konservatiivne Rahvaerakond";547;"EEVA HELME";1632;2;6772;0,240992321323095;0,0218143905470974;2
"Eesti Konservatiivne Rahvaerakond";549;"IVAN MAKAROV";693;4;6772;0,102333136444182;0,00926309598599174;2
"Eesti Konservatiivne Rahvaerakond";551;"HARRI KINGO";301;6;6772;0,0444477259303012;0,00402336492320853;2
"Eesti Konservatiivne Rahvaerakond";548;"MAIT TALU";220;3;6772;0,03248670998228;0,00294066539237833;2
"Eesti Konservatiivne Rahvaerakond";550;"AAT PURJE";135;5;6772;0,0199350265800354;0,00180449921805034;2
"Eesti Konservatiivne Rahvaerakond";555;"RIHO NÜÜD";79;10;6772;0,0116656822209096;0,00105596620908131;2
"Eesti Konservatiivne Rahvaerakond";560;"VALDO TÕNISSOO";59;15;6772;0,00871234494979327;0,00078863299159237;2
"Eesti Konservatiivne Rahvaerakond";556;"KARL OLAF RÄÄK";54;11;6772;0,00797401063201418;0,000721799687220136;2
"Eesti Konservatiivne Rahvaerakond";554;"PRIIT WILLBACH";52;9;6772;0,00767867690490254;0,000695066365471242;2
"Eesti Konservatiivne Rahvaerakond";557;"PIRET KOLLO";49;12;6772;0,00723567631423509;0,000654966382847901;2
"Eesti Konservatiivne Rahvaerakond";553;"RAUL ÖPIK";36;8;6772;0,00531600708800945;0,00048119979148009;2
"Eesti Konservatiivne Rahvaerakond";552;"ENO LEIES";27;7;6772;0,00398700531600709;0,000360899843610068;2
"Eesti Konservatiivne Rahvaerakond";558;"INDREK MELDER";26;13;6772;0,00383933845245127;0,000347533182735621;2
"Eesti Konservatiivne Rahvaerakond";559;"TIIA ARENBERG";19;14;6772;0,00280567040756054;0,000253966556614492;2
"Eesti Reformierakond";796;"SIIM KALLAS";7393;1;22012;0,335862256950754;0,0988197238447863;2
"Eesti Reformierakond";797;"HEIDY PURGA";4161;2;22012;0,189033254588406;0,0556186758985738;2
"Eesti Reformierakond";799;"KARMEN JOLLER";3566;4;22012;0,162002544066873;0,0476655126782778;2
"Eesti Reformierakond";798;"ANDRES SUTT";3315;3;22012;0,150599672905688;0,0443104807987917;2
"Eesti Reformierakond";800;"VALDO RANDPERE";1169;5;22012;0,0531073959658368;0,0156256265622285;2
"Eesti Reformierakond";801;"ENN LISTRA";497;6;22012;0,0225785934944576;0,00664323045460014;2
"Eesti Reformierakond";810;"IVI EENMAA";348;15;22012;0,0158095584226785;0,00465159798430754;2
"Eesti Reformierakond";802;"ÜLLE RAJASALU";327;7;22012;0,0148555333454479;0,00437089810594415;2
"Eesti Reformierakond";803;"TOOMAS KRUUSIMÄGI";322;8;22012;0,0146283845175359;0,00430406480157192;2
"Eesti Reformierakond";806;"SANDER ANDLA";301;11;22012;0,0136743594403053;0,00402336492320853;2
"Eesti Reformierakond";807;"TIIT VAPPER";150;12;22012;0,00681446483736144;0,00200499913116704;2
"Eesti Reformierakond";804;"VILJAR JAAMU";141;9;22012;0,00640559694711975;0,00188469918329702;2
"Eesti Reformierakond";805;"EVE ALTROV";138;10;22012;0,00626930765037252;0,00184459920067368;2
"Eesti Reformierakond";809;"MARGIT ELVISTE";120;14;22012;0,00545157186988915;0,00160399930493363;2
"Eesti Reformierakond";808;"TIIT SOORM";64;13;22012;0,00290750499727421;0,000855466295964605;2
"EESTIMAA ÜHENDATUD VASAKPARTEI";1038;"OLEG IVANOV";2699;1;3697;0,730051393021369;0,0360766177001323;2
"EESTIMAA ÜHENDATUD VASAKPARTEI";1039;"JULIA SMOLI";545;2;3697;0,147416824452259;0,00728483017657359;2
"EESTIMAA ÜHENDATUD VASAKPARTEI";1040;"EDUARD FEDOTOV";177;3;3697;0,0478766567487152;0,00236589897477711;2
"EESTIMAA ÜHENDATUD VASAKPARTEI";1041;"ALEKSEI TETEREV";155;4;3697;0,0419258858533946;0,00207183243553928;2
"EESTIMAA ÜHENDATUD VASAKPARTEI";1043;"VADIM GRI";70;6;3697;0,0189342710305653;0,000935666261211287;2
"EESTIMAA ÜHENDATUD VASAKPARTEI";1042;"VALENTIN BESSONOV";51;5;3697;0,0137949688936976;0,000681699704596795;2
"Erakond Eesti 200";671;"MAREK REINAAS";2090;1;8147;0,256536148275439;0,0279363212275941;2
"Erakond Eesti 200";672;"LIISA-LY PAKOSTA";1731;2;8147;0,212470848164969;0,0231376899736677;2
"Erakond Eesti 200";675;"MARGOT ROOSE";1179;5;8147;0,1447158463238;0,015759293170973;2
"Erakond Eesti 200";673;"IGNAR FJUK";900;3;8147;0,110470111697557;0,0120299947870023;2
"Erakond Eesti 200";674;"NIKOLAI BENTSLER";421;4;8147;0,0516754633607463;0,00562736422814217;2
"Erakond Eesti 200";678;"SANDER MARIPUU";384;8;8147;0,0471339143242911;0,00513279777578763;2
"Erakond Eesti 200";677;"KAROLINA EBBA ANNA ULLMAN";325;7;8147;0,0398919847796735;0,00434416478419526;2
"Erakond Eesti 200";681;"KSENIA KRAVTŠENKO";210;11;8147;0,0257763593960967;0,00280699878363386;2
"Erakond Eesti 200";684;"DIANA ANDRIOT";204;14;8147;0,0250398919847797;0,00272679881838718;2
"Erakond Eesti 200";676;"RON LUVIŠTŠUK";181;6;8147;0,0222167669080643;0,0024193656182749;2
"Erakond Eesti 200";685;"IVO KAPPET";176;15;8147;0,0216030440653001;0,00235253231390266;2
"Erakond Eesti 200";683;"MARIANNA KAAT";121;13;8147;0,0148520927948938;0,00161736596580808;2
"Erakond Eesti 200";679;"SVETLANA SKREBNEVA";113;9;8147;0,0138701362464711;0,00151043267881251;2
"Erakond Eesti 200";682;"ALO-ALLAR ALTMETS";81;12;8147;0,00994231005278016;0,0010826995308302;2
"Erakond Eesti 200";680;"EINAR VELLEND";31;10;8147;0,00380508162513809;0,000414366487107856;2
"Erakond Eestimaa Rohelised";234;"JOHANNA-MARIA TÕUGU";491;1;765;0,641830065359477;0,00656303048935345;2
"Erakond Eestimaa Rohelised";235;"TIMUR SAGITOV";163;2;765;0,213071895424837;0,00217876572253485;2
"Erakond Eestimaa Rohelised";238;"RENE KUULMANN";55;5;765;0,0718954248366013;0,000735166348094582;2
"Erakond Eestimaa Rohelised";236;"EERO TÖLPT";36;3;765;0,0470588235294118;0,00048119979148009;2
"Erakond Eestimaa Rohelised";237;"PEETER RAIELO";20;4;765;0,0261437908496732;0,000267333217488939;2
"Erakond Parempoolsed";113;"MART KUUSK";411;1;1202;0,341930116472546;0,0054936976193977;2
"Erakond Parempoolsed";115;"TÕNIS-MARTIN KONS";202;3;1202;0,168053244592346;0,00270006549663828;2
"Erakond Parempoolsed";127;"KATI KÄPP";83;15;1202;0,0690515806988353;0,0011094328525791;2
"Erakond Parempoolsed";121;"KÄTLIN KULDMAA";81;9;1202;0,06738768718802;0,0010826995308302;2
"Erakond Parempoolsed";117;"MAI LOOG";62;5;1202;0,0515806988352745;0,000828732974215711;2
"Erakond Parempoolsed";114;"REIN MURULA";60;2;1202;0,0499168053244592;0,000801999652466817;2
"Erakond Parempoolsed";116;"TARMO LINNAMÄGI";56;4;1202;0,0465890183028286;0,000748533008969029;2
"Erakond Parempoolsed";119;"KRISTA VAPPER";53;7;1202;0,0440931780366057;0,000708433026345689;2
"Erakond Parempoolsed";120;"TAUNO ÕUNAPUU";48;8;1202;0,0399334442595674;0,000641599721973454;2
"Erakond Parempoolsed";124;"SANDRA SANDER";44;12;1202;0,0366056572379368;0,000588133078475666;2
"Erakond Parempoolsed";118;"MAIT RAAVA";28;6;1202;0,0232945091514143;0,000374266504484515;2
"Erakond Parempoolsed";125;"KASPAR PÕDER";25;13;1202;0,0207986688851913;0,000334166521861174;2
"Erakond Parempoolsed";123;"HINDREK MÄNNIK";23;11;1202;0,019134775374376;0,00030743320011228;2
"Erakond Parempoolsed";122;"RAINER LOMP";19;10;1202;0,0158069883527454;0,000253966556614492;2
"Erakond Parempoolsed";126;"JEVGENI GARMAŠ";7;14;1202;0,00582362728785358;9,35666261211287e-05;2
"ISAMAA Erakond";296;"RIHO TERRAS";1724;1;4020;0,428855721393035;0,0230441233475466;2
"ISAMAA Erakond";297;"TARMO KRUUSIMÄE";448;2;4020;0,111442786069652;0,00598826407175224;2
"ISAMAA Erakond";298;"MARKO KALJUVEER";349;3;4020;0,0868159203980099;0,00466496464518199;2
"ISAMAA Erakond";299;"PILLE LILL";279;4;4020;0,0694029850746269;0,0037292983839707;2
"ISAMAA Erakond";301;"LAGLE PAREK";250;6;4020;0,0621890547263682;0,00334166521861174;2
"ISAMAA Erakond";310;"HELDUR-VALDEK SEEDER";235;15;4020;0,0584577114427861;0,00314116530549503;2
"ISAMAA Erakond";303;"MADIS PÄTS";119;8;4020;0,0296019900497512;0,00159063264405919;2
